zip,pws
33140,Miami-Dade
33141,Miami-Dade
33142,Miami-Dade
33143,Miami-Dade
33144,Miami-Dade
33145,Miami-Dade
33146,Miami-Dade
33147,Miami-Dade
33148,Miami-Dade
33149,Miami-Dade
33150,Miami-Dade
33151,Miami-Dade
33152,Miami-Dade
33153,Miami-Dade
33154,Miami-Dade
33155,Miami-Dade
33156,Miami-Dade
33157,Miami-Dade
33158,Miami-Dade
33159,Miami-Dade
33160,Miami-Dade
33161,Miami-Dade
33162,Miami-Dade
33163,Miami-Dade
33164,Miami-Dade
33165,Miami-Dade
33166,Miami-Dade
33167,Miami-Dade
33168,Miami-Dade
33169,Miami-Dade
33170,Miami-Dade
33171,Miami-Dade
33172,Miami-Dade
33173,Miami-Dade
33174,Miami-Dade
33175,Miami-Dade
33176,Miami-Dade
33177,Miami-Dade
33178,Miami-Dade
33179,Miami-Dade
33180,Miami-Dade
33181,Miami-Dade
33182,Miami-Dade
33183,Miami-Dade
33184,Miami-Dade
33185,Miami-Dade
33186,Miami-Dade
33187,Miami-Dade
33188,Miami-Dade
33189,Miami-Dade
33190,Miami-Dade
33191,Miami-Dade
33192,Miami-Dade
33193,Miami-Dade
33194,Miami-Dade
33195,Miami-Dade
33196,Miami-Dade
33197,Miami-Dade
33198,Miami-Dade
33199,Miami-Dade
60601,Chicago
60602,Chicago
60603,Chicago
60604,Chicago
60605,Chicago
60606,Chicago
60607,Chicago
60608,Chicago
60609,Chicago
60610,Chicago
60611,Chicago
60612,Chicago
60613,Chicago
60614,Chicago
60615,Chicago
60616,Chicago
60617,Chicago
60618,Chicago
60619,Chicago
60620,Chicago
60621,Chicago
60622,Chicago
60623,Chicago
60624,Chicago
60625,Chicago
60626,Chicago
60627,Chicago
60628,Chicago
60629,Chicago
60630,Chicago
60631,Chicago
60632,Chicago
60633,Chicago
60634,Chicago
60635,Chicago
60636,Chicago
60637,Chicago
60638,Chicago
60639,Chicago
60640,Chicago
60641,Chicago
60642,Chicago
60643,Chicago
60644,Chicago
60645,Chicago
60646,Chicago
60647,Chicago
60648,Chicago
60649,Chicago
60650,Chicago
60651,Chicago
60652,Chicago
60653,Chicago
60654,Chicago
60655,Chicago
60656,Chicago
60657,Chicago
60658,Chicago
60659,Chicago
60660,Chicago
60661,Chicago
75201,Dallas Water Utilities (DWU)
75202,Dallas Water Utilities (DWU)
75203,Dallas Water Utilities (DWU)
75204,Dallas Water Utilities (DWU)
75205,Dallas Water Utilities (DWU)
75206,Dallas Water Utilities (DWU)
75207,Dallas Water Utilities (DWU)
75208,Dallas Water Utilities (DWU)
75209,Dallas Water Utilities (DWU)
75210,Dallas Water Utilities (DWU)
75211,Dallas Water Utilities (DWU)
75212,Dallas Water Utilities (DWU)
75213,Dallas Water Utilities (DWU)
75214,Dallas Water Utilities (DWU)
75215,Dallas Water Utilities (DWU)
75216,Dallas Water Utilities (DWU)
75217,Dallas Water Utilities (DWU)
75218,Dallas Water Utilities (DWU)
75219,Dallas Water Utilities (DWU)
75220,Dallas Water Utilities (DWU)
75221,Dallas Water Utilities (DWU)
75222,Dallas Water Utilities (DWU)
75223,Dallas Water Utilities (DWU)
75224,Dallas Water Utilities (DWU)
75225,Dallas Water Utilities (DWU)
75226,Dallas Water Utilities (DWU)
75227,Dallas Water Utilities (DWU)
75228,Dallas Water Utilities (DWU)
75229,Dallas Water Utilities (DWU)
75230,Dallas Water Utilities (DWU)
75231,Dallas Water Utilities (DWU)
75232,Dallas Water Utilities (DWU)
75233,Dallas Water Utilities (DWU)
75234,Dallas Water Utilities (DWU)
75235,Dallas Water Utilities (DWU)
75236,Dallas Water Utilities (DWU)
75237,Dallas Water Utilities (DWU)
75238,Dallas Water Utilities (DWU)
75239,Dallas Water Utilities (DWU)
75240,Dallas Water Utilities (DWU)
75241,Dallas Water Utilities (DWU)
75242,Dallas Water Utilities (DWU)
75243,Dallas Water Utilities (DWU)
75244,Dallas Water Utilities (DWU)
75245,Dallas Water Utilities (DWU)
75246,Dallas Water Utilities (DWU)
75247,Dallas Water Utilities (DWU)
75248,Dallas Water Utilities (DWU)
75249,Dallas Water Utilities (DWU)
75250,Dallas Water Utilities (DWU)
75251,Dallas Water Utilities (DWU)
75252,Dallas Water Utilities (DWU)
75253,Dallas Water Utilities (DWU)
75254,Dallas Water Utilities (DWU)
75255,Dallas Water Utilities (DWU)
75256,Dallas Water Utilities (DWU)
75257,Dallas Water Utilities (DWU)
75258,Dallas Water Utilities (DWU)
75259,Dallas Water Utilities (DWU)
75260,Dallas Water Utilities (DWU)
75261,Dallas Water Utilities (DWU)
75262,Dallas Water Utilities (DWU)
75263,Dallas Water Utilities (DWU)
75264,Dallas Water Utilities (DWU)
75265,Dallas Water Utilities (DWU)
75266,Dallas Water Utilities (DWU)
75267,Dallas Water Utilities (DWU)
75268,Dallas Water Utilities (DWU)
75269,Dallas Water Utilities (DWU)
75270,Dallas Water Utilities (DWU)
75271,Dallas Water Utilities (DWU)
75272,Dallas Water Utilities (DWU)
75273,Dallas Water Utilities (DWU)
75274,Dallas Water Utilities (DWU)
75275,Dallas Water Utilities (DWU)
75276,Dallas Water Utilities (DWU)
75277,Dallas Water Utilities (DWU)
75278,Dallas Water Utilities (DWU)
75279,Dallas Water Utilities (DWU)
75280,Dallas Water Utilities (DWU)
75281,Dallas Water Utilities (DWU)
75282,Dallas Water Utilities (DWU)
75283,Dallas Water Utilities (DWU)
75284,Dallas Water Utilities (DWU)
75285,Dallas Water Utilities (DWU)
75286,Dallas Water Utilities (DWU)
75287,Dallas Water Utilities (DWU)
77001,Houston
77002,Houston
77003,Houston
77004,Houston
77005,Houston
77006,Houston
77007,Houston
77008,Houston
77009,Houston
77010,Houston
77011,Houston
77012,Houston
77013,Houston
77014,Houston
77015,Houston
77016,Houston
77017,Houston
77018,Houston
77019,Houston
77020,Houston
77021,Houston
77022,Houston
77023,Houston
77024,Houston
77025,Houston
77026,Houston
77027,Houston
77028,Houston
77029,Houston
77030,Houston
77031,Houston
77032,Houston
77033,Houston
77034,Houston
77035,Houston
77036,Houston
77037,Houston
77038,Houston
77039,Houston
77040,Houston
77041,Houston
77042,Houston
77043,Houston
77044,Houston
77045,Houston
77046,Houston
77047,Houston
77048,Houston
77049,Houston
77050,Houston
77051,Houston
77052,Houston
77053,Houston
77054,Houston
77055,Houston
77056,Houston
77057,Houston
77058,Houston
77059,Houston
77060,Houston
77061,Houston
77062,Houston
77063,Houston
77064,Houston
77065,Houston
77066,Houston
77067,Houston
77068,Houston
77069,Houston
77070,Houston
77071,Houston
77072,Houston
77073,Houston
77074,Houston
77075,Houston
77076,Houston
77077,Houston
77078,Houston
77079,Houston
77080,Houston
77081,Houston
77082,Houston
77083,Houston
77084,Houston
77085,Houston
77086,Houston
77087,Houston
77088,Houston
77089,Houston
77090,Houston
77091,Houston
77092,Houston
77093,Houston
77094,Houston
77095,Houston
77096,Houston
77097,Houston
77098,Houston
77099,Houston
78201,San Antonio (SAWS)
78202,San Antonio (SAWS)
78203,San Antonio (SAWS)
78204,San Antonio (SAWS)
78205,San Antonio (SAWS)
78206,San Antonio (SAWS)
78207,San Antonio (SAWS)
78208,San Antonio (SAWS)
78209,San Antonio (SAWS)
78210,San Antonio (SAWS)
78211,San Antonio (SAWS)
78212,San Antonio (SAWS)
78213,San Antonio (SAWS)
78214,San Antonio (SAWS)
78215,San Antonio (SAWS)
78216,San Antonio (SAWS)
78217,San Antonio (SAWS)
78218,San Antonio (SAWS)
78219,San Antonio (SAWS)
78220,San Antonio (SAWS)
78221,San Antonio (SAWS)
78222,San Antonio (SAWS)
78223,San Antonio (SAWS)
78224,San Antonio (SAWS)
78225,San Antonio (SAWS)
78226,San Antonio (SAWS)
78227,San Antonio (SAWS)
78228,San Antonio (SAWS)
78229,San Antonio (SAWS)
78230,San Antonio (SAWS)
78231,San Antonio (SAWS)
78232,San Antonio (SAWS)
78233,San Antonio (SAWS)
78234,San Antonio (SAWS)
78235,San Antonio (SAWS)
78236,San Antonio (SAWS)
78237,San Antonio (SAWS)
78238,San Antonio (SAWS)
78239,San Antonio (SAWS)
78240,San Antonio (SAWS)
78241,San Antonio (SAWS)
78242,San Antonio (SAWS)
78243,San Antonio (SAWS)
78244,San Antonio (SAWS)
78245,San Antonio (SAWS)
78246,San Antonio (SAWS)
78247,San Antonio (SAWS)
78248,San Antonio (SAWS)
78249,San Antonio (SAWS)
78250,San Antonio (SAWS)
78251,San Antonio (SAWS)
78252,San Antonio (SAWS)
78253,San Antonio (SAWS)
78254,San Antonio (SAWS)
78255,San Antonio (SAWS)
78256,San Antonio (SAWS)
78257,San Antonio (SAWS)
78258,San Antonio (SAWS)
78259,San Antonio (SAWS)
78260,San Antonio (SAWS)
78261,San Antonio (SAWS)
78262,San Antonio (SAWS)
78263,San Antonio (SAWS)
78264,San Antonio (SAWS)
78265,San Antonio (SAWS)
78266,San Antonio (SAWS)
78267,San Antonio (SAWS)
78268,San Antonio (SAWS)
78269,San Antonio (SAWS)
78270,San Antonio (SAWS)
78271,San Antonio (SAWS)
78272,San Antonio (SAWS)
78273,San Antonio (SAWS)
78274,San Antonio (SAWS)
78275,San Antonio (SAWS)
78276,San Antonio (SAWS)
78277,San Antonio (SAWS)
78278,San Antonio (SAWS)
78279,San Antonio (SAWS)
78280,San Antonio (SAWS)
78281,San Antonio (SAWS)
78282,San Antonio (SAWS)
78283,San Antonio (SAWS)
78284,San Antonio (SAWS)
78285,San Antonio (SAWS)
78286,San Antonio (SAWS)
78287,San Antonio (SAWS)
78288,San Antonio (SAWS)
78289,San Antonio (SAWS)
78290,San Antonio (SAWS)
78291,San Antonio (SAWS)
78292,San Antonio (SAWS)
78293,San Antonio (SAWS)
78294,San Antonio (SAWS)
78295,San Antonio (SAWS)
78296,San Antonio (SAWS)
78297,San Antonio (SAWS)
78298,San Antonio (SAWS)
78299,San Antonio (SAWS)
85001,Phoenix
85002,Phoenix
85003,Phoenix
85004,Phoenix
85005,Phoenix
85006,Phoenix
85007,Phoenix
85008,Phoenix
85009,Phoenix
85010,Phoenix
85011,Phoenix
85012,Phoenix
85013,Phoenix
85014,Phoenix
85015,Phoenix
85016,Phoenix
85017,Phoenix
85018,Phoenix
85019,Phoenix
85020,Phoenix
85021,Phoenix
85022,Phoenix
85023,Phoenix
85024,Phoenix
85025,Phoenix
85026,Phoenix
85027,Phoenix
85028,Phoenix
85029,Phoenix
85030,Phoenix
85031,Phoenix
85032,Phoenix
85033,Phoenix
85034,Phoenix
85035,Phoenix
85036,Phoenix
85037,Phoenix
85038,Phoenix
85039,Phoenix
85040,Phoenix
85041,Phoenix
85042,Phoenix
85043,Phoenix
85044,Phoenix
85045,Phoenix
85046,Phoenix
85047,Phoenix
85048,Phoenix
85049,Phoenix
85050,Phoenix
85051,Phoenix
85052,Phoenix
85053,Phoenix
85054,Phoenix
85055,Phoenix
85056,Phoenix
85057,Phoenix
85058,Phoenix
85059,Phoenix
85060,Phoenix
85061,Phoenix
85062,Phoenix
85063,Phoenix
85064,Phoenix
85065,Phoenix
85066,Phoenix
85067,Phoenix
85068,Phoenix
85069,Phoenix
85070,Phoenix
85071,Phoenix
85072,Phoenix
85073,Phoenix
85074,Phoenix
85075,Phoenix
85076,Phoenix
85077,Phoenix
85078,Phoenix
85079,Phoenix
85080,Phoenix
85081,Phoenix
85082,Phoenix
85083,Phoenix
85084,Phoenix
85085,Phoenix
85086,Phoenix
89101,Las Vegas Valley Water District (LVVWD)
89102,Las Vegas Valley Water District (LVVWD)
89103,Las Vegas Valley Water District (LVVWD)
89104,Las Vegas Valley Water District (LVVWD)
89105,Las Vegas Valley Water District (LVVWD)
89106,Las Vegas Valley Water District (LVVWD)
89107,Las Vegas Valley Water District (LVVWD)
89108,Las Vegas Valley Water District (LVVWD)
89109,Las Vegas Valley Water District (LVVWD)
89110,Las Vegas Valley Water District (LVVWD)
89111,Las Vegas Valley Water District (LVVWD)
89112,Las Vegas Valley Water District (LVVWD)
89113,Las Vegas Valley Water District (LVVWD)
89114,Las Vegas Valley Water District (LVVWD)
89115,Las Vegas Valley Water District (LVVWD)
89116,Las Vegas Valley Water District (LVVWD)
89117,Las Vegas Valley Water District (LVVWD)
89118,Las Vegas Valley Water District (LVVWD)
89119,Las Vegas Valley Water District (LVVWD)
89120,Las Vegas Valley Water District (LVVWD)
89121,Las Vegas Valley Water District (LVVWD)
89122,Las Vegas Valley Water District (LVVWD)
89123,Las Vegas Valley Water District (LVVWD)
89124,Las Vegas Valley Water District (LVVWD)
89125,Las Vegas Valley Water District (LVVWD)
89126,Las Vegas Valley Water District (LVVWD)
89127,Las Vegas Valley Water District (LVVWD)
89128,Las Vegas Valley Water District (LVVWD)
89129,Las Vegas Valley Water District (LVVWD)
89130,Las Vegas Valley Water District (LVVWD)
89131,Las Vegas Valley Water District (LVVWD)
89132,Las Vegas Valley Water District (LVVWD)
89133,Las Vegas Valley Water District (LVVWD)
89134,Las Vegas Valley Water District (LVVWD)
89135,Las Vegas Valley Water District (LVVWD)
89136,Las Vegas Valley Water District (LVVWD)
89137,Las Vegas Valley Water District (LVVWD)
89138,Las Vegas Valley Water District (LVVWD)
89139,Las Vegas Valley Water District (LVVWD)
89140,Las Vegas Valley Water District (LVVWD)
89141,Las Vegas Valley Water District (LVVWD)
89142,Las Vegas Valley Water District (LVVWD)
89143,Las Vegas Valley Water District (LVVWD)
89144,Las Vegas Valley Water District (LVVWD)
89145,Las Vegas Valley Water District (LVVWD)
89146,Las Vegas Valley Water District (LVVWD)
89147,Las Vegas Valley Water District (LVVWD)
89148,Las Vegas Valley Water District (LVVWD)
89149,Las Vegas Valley Water District (LVVWD)
89150,Las Vegas Valley Water District (LVVWD)
89151,Las Vegas Valley Water District (LVVWD)
89152,Las Vegas Valley Water District (LVVWD)
89153,Las Vegas Valley Water District (LVVWD)
89154,Las Vegas Valley Water District (LVVWD)
89155,Las Vegas Valley Water District (LVVWD)
89156,Las Vegas Valley Water District (LVVWD)
89157,Las Vegas Valley Water District (LVVWD)
89158,Las Vegas Valley Water District (LVVWD)
89159,Las Vegas Valley Water District (LVVWD)
89160,Las Vegas Valley Water District (LVVWD)
89161,Las Vegas Valley Water District (LVVWD)
89162,Las Vegas Valley Water District (LVVWD)
89163,Las Vegas Valley Water District (LVVWD)
89164,Las Vegas Valley Water District (LVVWD)
89165,Las Vegas Valley Water District (LVVWD)
89166,Las Vegas Valley Water District (LVVWD)
89167,Las Vegas Valley Water District (LVVWD)
89168,Las Vegas Valley Water District (LVVWD)
89169,Las Vegas Valley Water District (LVVWD)
89170,Las Vegas Valley Water District (LVVWD)
89171,Las Vegas Valley Water District (LVVWD)
89172,Las Vegas Valley Water District (LVVWD)
89173,Las Vegas Valley Water District (LVVWD)
89174,Las Vegas Valley Water District (LVVWD)
89175,Las Vegas Valley Water District (LVVWD)
89176,Las Vegas Valley Water District (LVVWD)
89177,Las Vegas Valley Water District (LVVWD)
89178,Las Vegas Valley Water District (LVVWD)
89179,Las Vegas Valley Water District (LVVWD)
89180,Las Vegas Valley Water District (LVVWD)
89181,Las Vegas Valley Water District (LVVWD)
89182,Las Vegas Valley Water District (LVVWD)
89183,Las Vegas Valley Water District (LVVWD)
89184,Las Vegas Valley Water District (LVVWD)
89185,Las Vegas Valley Water District (LVVWD)
89186,Las Vegas Valley Water District (LVVWD)
89187,Las Vegas Valley Water District (LVVWD)
89188,Las Vegas Valley Water District (LVVWD)
89189,Las Vegas Valley Water District (LVVWD)
89190,Las Vegas Valley Water District (LVVWD)
89191,Las Vegas Valley Water District (LVVWD)
89192,Las Vegas Valley Water District (LVVWD)
89193,Las Vegas Valley Water District (LVVWD)
89194,Las Vegas Valley Water District (LVVWD)
89195,Las Vegas Valley Water District (LVVWD)
89196,Las Vegas Valley Water District (LVVWD)
89197,Las Vegas Valley Water District (LVVWD)
89198,Las Vegas Valley Water District (LVVWD)
89199,Las Vegas Valley Water District (LVVWD)
90001,Los Angeles (LADWP)
90002,Los Angeles (LADWP)
90003,Los Angeles (LADWP)
90004,Los Angeles (LADWP)
90005,Los Angeles (LADWP)
90006,Los Angeles (LADWP)
90007,Los Angeles (LADWP)
90008,Los Angeles (LADWP)
90009,Los Angeles (LADWP)
90010,Los Angeles (LADWP)
90011,Los Angeles (LADWP)
90012,Los Angeles (LADWP)
90013,Los Angeles (LADWP)
90014,Los Angeles (LADWP)
90015,Los Angeles (LADWP)
90016,Los Angeles (LADWP)
90017,Los Angeles (LADWP)
90018,Los Angeles (LADWP)
90019,Los Angeles (LADWP)
90020,Los Angeles (LADWP)
90021,Los Angeles (LADWP)
90022,Los Angeles (LADWP)
90023,Los Angeles (LADWP)
90024,Los Angeles (LADWP)
90025,Los Angeles (LADWP)
90026,Los Angeles (LADWP)
90027,Los Angeles (LADWP)
90028,Los Angeles (LADWP)
90029,Los Angeles (LADWP)
90030,Los Angeles (LADWP)
90031,Los Angeles (LADWP)
90032,Los Angeles (LADWP)
90033,Los Angeles (LADWP)
90034,Los Angeles (LADWP)
90035,Los Angeles (LADWP)
90036,Los Angeles (LADWP)
90037,Los Angeles (LADWP)
90038,Los Angeles (LADWP)
90039,Los Angeles (LADWP)
90040,Los Angeles (LADWP)
90041,Los Angeles (LADWP)
90042,Los Angeles (LADWP)
90043,Los Angeles (LADWP)
90044,Los Angeles (LADWP)
90045,Los Angeles (LADWP)
90046,Los Angeles (LADWP)
90047,Los Angeles (LADWP)
90048,Los Angeles (LADWP)
90049,Los Angeles (LADWP)
90050,Los Angeles (LADWP)
90051,Los Angeles (LADWP)
90052,Los Angeles (LADWP)
90053,Los Angeles (LADWP)
90054,Los Angeles (LADWP)
90055,Los Angeles (LADWP)
90056,Los Angeles (LADWP)
90057,Los Angeles (LADWP)
90058,Los Angeles (LADWP)
90059,Los Angeles (LADWP)
90060,Los Angeles (LADWP)
90061,Los Angeles (LADWP)
90062,Los Angeles (LADWP)
90063,Los Angeles (LADWP)
90064,Los Angeles (LADWP)
90065,Los Angeles (LADWP)
90066,Los Angeles (LADWP)
90067,Los Angeles (LADWP)
90068,Los Angeles (LADWP)
90069,Los Angeles (LADWP)
90070,Los Angeles (LADWP)
90071,Los Angeles (LADWP)
90072,Los Angeles (LADWP)
90073,Los Angeles (LADWP)
90074,Los Angeles (LADWP)
90075,Los Angeles (LADWP)
90076,Los Angeles (LADWP)
90077,Los Angeles (LADWP)
90078,Los Angeles (LADWP)
90079,Los Angeles (LADWP)
90080,Los Angeles (LADWP)
90081,Los Angeles (LADWP)
90082,Los Angeles (LADWP)
90083,Los Angeles (LADWP)
90084,Los Angeles (LADWP)
90085,Los Angeles (LADWP)
90086,Los Angeles (LADWP)
90087,Los Angeles (LADWP)
90088,Los Angeles (LADWP)
90089,Los Angeles (LADWP)
90090,Los Angeles (LADWP)
90091,Los Angeles (LADWP)
90092,Los Angeles (LADWP)
90093,Los Angeles (LADWP)
90094,Los Angeles (LADWP)
90095,Los Angeles (LADWP)
90096,Los Angeles (LADWP)
90097,Los Angeles (LADWP)
90098,Los Angeles (LADWP)
90099,Los Angeles (LADWP)
92101,San Diego (City of)
92102,San Diego (City of)
92103,San Diego (City of)
92104,San Diego (City of)
92105,San Diego (City of)
92106,San Diego (City of)
92107,San Diego (City of)
92108,San Diego (City of)
92109,San Diego (City of)
92110,San Diego (City of)
92111,San Diego (City of)
92112,San Diego (City of)
92113,San Diego (City of)
92114,San Diego (City of)
92115,San Diego (City of)
92116,San Diego (City of)
92117,San Diego (City of)
92118,San Diego (City of)
92119,San Diego (City of)
92120,San Diego (City of)
92121,San Diego (City of)
92122,San Diego (City of)
92123,San Diego (City of)
92124,San Diego (City of)
92125,San Diego (City of)
92126,San Diego (City of)
92127,San Diego (City of)
92128,San Diego (City of)
92129,San Diego (City of)
92130,San Diego (City of)
92131,San Diego (City of)
92132,San Diego (City of)
92133,San Diego (City of)
92134,San Diego (City of)
92135,San Diego (City of)
92136,San Diego (City of)
92137,San Diego (City of)
92138,San Diego (City of)
92139,San Diego (City of)
92140,San Diego (City of)
92141,San Diego (City of)
92142,San Diego (City of)
92143,San Diego (City of)
92144,San Diego (City of)
92145,San Diego (City of)
92146,San Diego (City of)
92147,San Diego (City of)
92148,San Diego (City of)
92149,San Diego (City of)
92150,San Diego (City of)
92151,San Diego (City of)
92152,San Diego (City of)
92153,San Diego (City of)
92154,San Diego (City of)
92155,San Diego (City of)
92156,San Diego (City of)
92157,San Diego (City of)
92158,San Diego (City of)
92159,San Diego (City of)
92160,San Diego (City of)
92161,San Diego (City of)
92162,San Diego (City of)
92163,San Diego (City of)
92164,San Diego (City of)
92165,San Diego (City of)
92166,San Diego (City of)
92167,San Diego (City of)
92168,San Diego (City of)
92169,San Diego (City of)
92170,San Diego (City of)
92171,San Diego (City of)
92172,San Diego (City of)
92173,San Diego (City of)
92174,San Diego (City of)
92175,San Diego (City of)
92176,San Diego (City of)
92177,San Diego (City of)
92178,San Diego (City of)
92179,San Diego (City of)
92180,San Diego (City of)
92181,San Diego (City of)
92182,San Diego (City of)
92183,San Diego (City of)
92184,San Diego (City of)
92185,San Diego (City of)
92186,San Diego (City of)
92187,San Diego (City of)
92188,San Diego (City of)
92189,San Diego (City of)
92190,San Diego (City of)
92191,San Diego (City of)
92192,San Diego (City of)
92193,San Diego (City of)
92194,San Diego (City of)
92195,San Diego (City of)
92196,San Diego (City of)
92197,San Diego (City of)
92198,San Diego (City of)
92199,San Diego (City of)
94501,EBMUD (East Bay MUD)
94502,EBMUD (East Bay MUD)
94530,EBMUD (East Bay MUD)
94549,EBMUD (East Bay MUD)
94563,EBMUD (East Bay MUD)
94564,EBMUD (East Bay MUD)
94601,EBMUD (East Bay MUD)
94602,EBMUD (East Bay MUD)
94603,EBMUD (East Bay MUD)
94604,EBMUD (East Bay MUD)
94605,EBMUD (East Bay MUD)
94606,EBMUD (East Bay MUD)
94607,EBMUD (East Bay MUD)
94608,EBMUD (East Bay MUD)
94609,EBMUD (East Bay MUD)
94610,EBMUD (East Bay MUD)
94611,EBMUD (East Bay MUD)
94612,EBMUD (East Bay MUD)
94613,EBMUD (East Bay MUD)
94614,EBMUD (East Bay MUD)
94615,EBMUD (East Bay MUD)
94616,EBMUD (East Bay MUD)
94617,EBMUD (East Bay MUD)
94618,EBMUD (East Bay MUD)
94619,EBMUD (East Bay MUD)
94620,EBMUD (East Bay MUD)
94621,EBMUD (East Bay MUD)
94702,EBMUD (East Bay MUD)
94703,EBMUD (East Bay MUD)
94704,EBMUD (East Bay MUD)
94705,EBMUD (East Bay MUD)
94706,EBMUD (East Bay MUD)
94707,EBMUD (East Bay MUD)
94708,EBMUD (East Bay MUD)
94709,EBMUD (East Bay MUD)
94710,EBMUD (East Bay MUD)
94801,EBMUD (East Bay MUD)
94802,EBMUD (East Bay MUD)
94803,EBMUD (East Bay MUD)
94804,EBMUD (East Bay MUD)
94805,EBMUD (East Bay MUD)
94806,EBMUD (East Bay MUD)
94807,EBMUD (East Bay MUD)
94808,EBMUD (East Bay MUD)
